id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR196675,ART07024718,1323000,22050,"[3408.2939545  5362.57538369 4889.834208   ... 3002.36688956 4572.06236059
 5497.88508525]","[8311.81640625 9442.30957031 9248.51074219 ... 7568.92089844 9560.7421875
 9636.10839844]",[0.        0.        0.        ... 2.0228467 3.918493  2.8703153],[0.10173802 0.16731286 0.28846192 ... 0.23415017 0.21472834 0.16953014],[0.12744141 0.16943359 0.18457031 ... 0.15576172 0.234375   0.21630859],"[3483.70093788 3481.25014565 3601.51107869 ... 3279.00945643 3810.55897416
 3676.3296337 ]"
TR941156,ART25707984,1323000,22050,"[2177.63451776 2127.11225825 2139.97738565 ... 4761.22454469 3980.96784599
 3177.21158954]","[5813.96484375 5620.16601562 5167.96875    ... 7795.01953125 7407.421875
 6772.19238281]",[0.        0.        0.        ... 2.0840874 1.4056895 2.219046 ],[0.28655502 0.3395878  0.3980926  ... 0.33058435 0.3707914  0.33706313],[0.04052734 0.06103516 0.08544922 ... 0.33447266 0.25292969 0.13964844],"[2815.95382195 2704.6873299  2589.83220591 ... 2856.87366077 3045.74636699
 3031.4616339 ]"
TR848166,ART25707984,1323000,22050,"[2161.59643185 2459.19806708 2435.07516297 ... 2791.83596196 3059.99573545
 3319.52192973]","[5620.16601562 6136.96289062 6223.09570312 ... 7009.05761719 7245.92285156
 7644.28710938]",[0.         0.         0.         ... 0.50341636 1.0603805  4.997948  ],[0.14559881 0.15563749 0.15848257 ... 0.23217505 0.23250313 0.20714664],[0.02539062 0.04052734 0.05224609 ... 0.07226562 0.09960938 0.09033203],"[2665.33519727 2816.72192131 2868.98410995 ... 3178.45667667 3223.29261974
 3187.69934681]"
TR860002,ART07024718,1323000,22050,"[2512.8407028  2684.49512411 2392.98552205 ... 1590.50874917 1726.46304577
 1902.21897359]","[6546.09375    6944.45800781 6416.89453125 ... 3348.41308594 3499.14550781
 3908.27636719]",[0.         0.         0.         ... 0.51940084 1.5417306  2.5227494 ],[0.18509851 0.22891793 0.2649274  ... 0.39267558 0.37394997 0.30901372],[0.05859375 0.06689453 0.07421875 ... 0.04101562 0.06152344 0.05224609],"[2848.11704849 3018.55268261 2964.6930031  ... 2414.74988218 2312.98823281
 2388.44036855]"
TR888500,ART25707984,1323000,22050,"[1185.24563416 1545.80501216 2075.83133959 ... 3133.56087618 3025.87810033
 3023.27878369]","[2820.84960938 3305.34667969 4769.60449219 ... 6266.16210938 6169.26269531
 6718.359375  ]",[0.        0.        0.        ... 9.437936  1.718152  0.4536572],[0.25248134 0.30397338 0.34599683 ... 0.35483027 0.3494438  0.3014877 ],[0.00683594 0.02832031 0.05566406 ... 0.16015625 0.12792969 0.08447266],"[2143.93068653 2276.66947826 2456.8857891  ... 2689.71489529 2757.67260707
 2910.12722697]"
TR540123,ART25707984,1323000,22050,"[3891.82077831 3615.76922994 3541.28522684 ... 2445.0468795  2232.96534146
 2249.76071009]","[8193.38378906 7784.25292969 7622.75390625 ... 6470.72753906 5706.29882812
 5673.99902344]",[0.        0.        0.        ... 3.4406865 3.3033288 2.4208481],[0.11668906 0.14646678 0.16752447 ... 0.2655662  0.2607402  0.23248924],[0.10791016 0.15185547 0.19726562 ... 0.06640625 0.07421875 0.046875  ],"[3337.251038   3210.81524019 3128.73975525 ... 2999.56838796 2816.75238351
 2740.06645488]"
TR388921,ART25707984,1323000,22050,"[1083.12987246 1002.547421   1006.22947166 ... 3430.61026663 3815.72366703
 3488.00215282]","[1410.42480469 1248.92578125 1302.75878906 ... 7170.55664062 7536.62109375
 7364.35546875]",[0.        0.        0.        ... 1.1389651 5.613419  7.579317 ],[0.04310686 0.06537886 0.07357959 ... 0.22132646 0.2389383  0.2224452 ],[0.02832031 0.04150391 0.05419922 ... 0.11279297 0.12109375 0.10839844],"[1332.03449657 1202.83230998 1210.09224392 ... 3081.78027646 3158.25241546
 3158.6808724 ]"
TR672131,ART25707984,1323000,22050,"[2934.58650526 2760.01899809 2125.34043611 ... 3706.2402329  3387.81512374
 2858.2092831 ]","[6589.16015625 6018.53027344 4091.30859375 ... 7719.65332031 7504.32128906
 6750.65917969]",[0.         0.         0.         ... 0.48111632 3.5447004  3.8755617 ],[0.06293659 0.07237492 0.07645406 ... 0.21470235 0.25462756 0.24241132],[0.06396484 0.08056641 0.10546875 ... 0.13867188 0.13916016 0.09326172],"[2891.51497485 2764.4690379  2134.43382019 ... 3237.80937437 3093.72361299
 2930.60313072]"
TR846247,ART07024718,1323000,22050,"[3293.74354587 3981.44842905 4639.30493361 ... 1891.87062253 2651.64967459
 4229.53537133]","[7310.52246094 7945.75195312 8311.81640625 ... 3875.9765625  7192.08984375
 8613.28125   ]",[0.        0.        0.        ... 1.2928641 1.0660298 0.1787928],[0.17554167 0.19210778 0.19997822 ... 0.1460007  0.11057856 0.08567651],[0.04589844 0.07763672 0.14746094 ... 0.05224609 0.09228516 0.07080078],"[3080.98563298 3165.43718493 3064.16752091 ... 2644.1896168  3191.66275819
 3208.67346522]"
TR167063,ART25707984,1323000,22050,"[3678.65010538 3228.89582829 2819.9834923  ... 2283.33519766 2718.15013457
 2623.65136293]","[6449.19433594 6427.66113281 6610.69335938 ... 5598.6328125  6513.79394531
 6459.9609375 ]",[0.         0.         0.         ... 0.21901755 0.28096372 3.5640008 ],[0.0806936  0.09984112 0.13828126 ... 0.28639004 0.29062268 0.26412886],[0.1015625  0.13916016 0.16455078 ... 0.05029297 0.05517578 0.04638672],"[2477.52162863 2592.49482436 2770.36016727 ... 2769.43052873 2869.45332896
 2900.64306207]"
TR111715,ART25707984,1323000,22050,"[ 643.45715417 1291.98535798 2333.66196149 ... 2854.32904221 2723.2900532
 4208.56730407]","[1087.42675781 2982.34863281 5803.19824219 ... 6373.828125   6449.19433594
 7558.15429688]",[0.        0.        0.        ... 2.6387417 1.7508005 1.3027134],[0.3654988  0.43835554 0.49793094 ... 0.2287498  0.1860522  0.1390094 ],[0.00195312 0.01953125 0.03613281 ... 0.09863281 0.16259766 0.12988281],"[1497.3981192  2277.08216555 2787.43081472 ... 2706.81888629 2786.00284749
 3118.45355875]"
TR484122,ART25707984,1323000,22050,"[3918.42333862 3753.65762265 3337.63762559 ... 1926.26009543 2344.4016914
 2194.83913587]","[8257.98339844 7891.91894531 7762.71972656 ... 5135.66894531 5824.73144531
 5717.06542969]",[0.        0.        0.        ... 1.0291328 3.8316526 4.7726173],[0.13926594 0.1707931  0.20055997 ... 0.18099298 0.16084777 0.1178543 ],[0.078125   0.10791016 0.12255859 ... 0.06396484 0.0703125  0.05810547],"[3424.2522941  3298.82133832 3334.75003128 ... 2468.57029566 2649.5805625
 2668.17421418]"
TR160920,ART25707984,1323000,22050,"[3120.17159432 3246.84403497 3217.95436246 ... 3488.81544526 3087.90203983
 2683.01914221]","[6567.62695312 6729.12597656 6793.72558594 ... 7170.55664062 6589.16015625
 6007.76367188]",[0.        0.        0.        ... 7.2115874 4.1601853 1.1270688],[0.1060786  0.14232688 0.15702266 ... 0.19890691 0.2339083  0.21426374],[0.08837891 0.13183594 0.17041016 ... 0.14306641 0.11328125 0.06152344],"[2745.58089432 2771.91449927 2800.83787054 ... 2815.4497796  2871.19166616
 2845.0853839 ]"
TR736278,ART25707984,1323000,22050,"[3203.76595385 3337.27948718 3410.49767615 ... 2806.52606353 2801.13956199
 2589.68616699]","[6901.39160156 7030.59082031 6987.52441406 ... 7385.88867188 7127.49023438
 6416.89453125]",[0.        0.        0.        ... 0.9794208 1.9685867 1.4996682],[0.2638592  0.32595673 0.36857396 ... 0.2586349  0.25714442 0.20513876],[0.08984375 0.140625   0.17919922 ... 0.08203125 0.07177734 0.05371094],"[2874.7649694  2926.42556127 2871.05238582 ... 3263.90793526 3172.0258774
 2993.4029943 ]"
TR855293,ART25707984,1323000,22050,"[1673.70975215 1708.8438604  1802.67405827 ... 2272.0850251  2250.20547301
 2411.53432496]","[3962.109375   4220.5078125  4392.7734375  ... 4521.97265625 4565.0390625
 5490.96679688]",[0.        0.        0.        ... 1.1274328 1.006612  0.8173015],[0.18402724 0.22311993 0.24480271 ... 0.28527215 0.25201052 0.18234135],[0.02099609 0.02783203 0.04638672 ... 0.11767578 0.1171875  0.0859375 ],"[2137.58639221 2191.25489585 2248.8971187  ... 2229.50292541 2367.52652591
 2712.99838504]"
TR420224,ART25707984,1323000,22050,"[2818.51938571 2974.35338961 3115.600318   ... 5436.46727488 3404.68835662
 3551.51572853]","[5307.93457031 5501.73339844 5964.69726562 ... 9722.24121094 7041.35742188
 7407.421875  ]",[0.         0.         0.         ... 1.7403911  1.1815608  0.23473372],[0.14742513 0.17947543 0.20283335 ... 0.0784492  0.06915233 0.04622997],[0.07324219 0.11035156 0.15185547 ... 0.31494141 0.23583984 0.11279297],"[2498.65416824 2490.60433113 2552.78720273 ... 3486.86625588 2836.132116
 2904.76337162]"
TR353282,ART07024718,1323000,22050,"[1761.70965288 1863.45837657 2365.31770069 ... 2350.73749587 1324.947226
 1367.72790805]","[3316.11328125 3488.37890625 6018.53027344 ... 6772.19238281 2174.85351562
 2260.98632812]",[ 0.         0.         0.        ... 16.281757   7.1831737  0.7931512],[0.2767941  0.31625068 0.36284184 ... 0.3822682  0.43604687 0.40412074],[0.04638672 0.06884766 0.08447266 ... 0.07910156 0.04882812 0.015625  ],"[2126.80323893 2392.76623228 2965.94645541 ... 3089.27455571 2336.11488012
 2348.08390152]"
TR444433,ART25707984,1323000,22050,"[2959.20031424 2744.42989921 3665.87912337 ... 2951.85650964 2384.06482581
 2169.50352857]","[6987.52441406 6632.2265625  6578.39355469 ... 6815.25878906 5523.26660156
 4382.00683594]",[0.        0.        0.        ... 0.6740238 0.8640272 0.633553 ],[0.07959136 0.09092423 0.10627601 ... 0.14991084 0.11559712 0.07897022],[0.01660156 0.07128906 0.17089844 ... 0.12158203 0.10498047 0.07080078],"[3257.90740991 3151.54007555 2860.50597475 ... 2917.1965943  2657.12058622
 2398.11144543]"
TR122922,ART25707984,1323000,22050,"[2770.75010408 2883.55103707 2772.00185952 ... 3623.60333056 3594.56702987
 3234.92645278]","[5275.63476562 5329.46777344 5243.33496094 ... 7202.85644531 7267.45605469
 6815.25878906]",[0.         0.         0.         ... 1.9489803  1.3068863  0.32523453],[0.05278797 0.06258706 0.0672905  ... 0.2981598  0.2773975  0.23011589],[0.08251953 0.11914062 0.15869141 ... 0.17333984 0.12353516 0.07617188],"[2507.806114   2545.0486765  2467.05398706 ... 2916.75323539 2914.20545539
 2852.12824057]"
TR320348,ART07024718,1323000,22050,"[2131.34467438 2510.55089764 2342.6596376  ... 2618.26584886 2512.59888838
 2926.59592701]","[5501.73339844 5975.46386719 4909.5703125  ... 5684.765625   5803.19824219
 7256.68945312]",[0.         0.         0.         ... 0.90361196 0.95586    5.7719383 ],[0.23098448 0.2819295  0.323094   ... 0.33512393 0.40688437 0.38940886],[0.04101562 0.05810547 0.08349609 ... 0.05322266 0.06835938 0.05957031],"[2698.17255409 2780.80774851 2618.68951705 ... 2734.11559222 2844.50143469
 3252.15452584]"
TR424045,ART25707984,1323000,22050,"[2204.0110286  2525.04901239 2066.01350666 ... 1899.9764285  1069.85423753
 1000.86277738]","[5673.99902344 6535.32714844 5458.66699219 ... 5630.93261719 1787.25585938
 1658.05664062]",[0.        0.        0.        ... 1.0225027 3.7138367 0.6100342],[0.21270265 0.24342564 0.27908474 ... 0.35667384 0.3344642  0.2828001 ],[0.05029297 0.06201172 0.07470703 ... 0.02978516 0.03173828 0.01953125],"[2735.37032671 2963.91938187 2702.30957492 ... 2873.26281429 1985.99746178
 1901.78211931]"
TR866344,ART25707984,1323000,22050,"[2336.41754011 2715.49806566 3069.62543395 ... 4299.19725503 3583.47283251
 3177.55173996]","[5167.96875    5867.79785156 6976.7578125  ... 8656.34765625 7999.58496094
 7332.05566406]",[0.        0.        0.        ... 1.0601579 2.8574228 1.326488 ],[0.24035582 0.2540689  0.2631735  ... 0.33298993 0.3016096  0.25815174],[0.03759766 0.08398438 0.10253906 ... 0.14208984 0.16503906 0.11474609],"[2675.92245116 2866.68295934 2975.47548178 ... 3424.83880176 3249.47176888
 3104.01048831]"
TR484857,ART25707984,1323000,22050,"[3508.87206013 3660.4677495  3772.42395408 ... 3151.50309119 2765.86199999
 2726.71765893]","[7418.18847656 7364.35546875 7342.82226562 ... 6912.15820312 6093.89648438
 5932.39746094]",[ 0.         0.         0.        ...  2.7903304 11.617715   7.9339666],[0.15709312 0.16915226 0.17389935 ... 0.22135624 0.24501666 0.23094738],[0.09228516 0.15429688 0.25976562 ... 0.10693359 0.11035156 0.08447266],"[3141.70758179 2986.17976135 2903.12735203 ... 2963.63711103 2626.20719153
 2580.9701439 ]"
TR813706,ART25707984,1323000,22050,"[3763.9270984  3871.48113631 4018.2810961  ... 2273.18596655 1991.74069204
 1835.89791881]","[7159.79003906 7375.12207031 7827.31933594 ... 5900.09765625 5695.53222656
 5555.56640625]",[0.         0.         0.         ... 0.4599228  0.61359894 3.4488008 ],[0.10459722 0.11699191 0.12725586 ... 0.34743246 0.3862776  0.36004063],[0.11035156 0.1640625  0.19775391 ... 0.05126953 0.04150391 0.02587891],"[2897.9253013  2992.6300157  3077.80794826 ... 2820.84858646 2808.36429004
 2849.44489811]"
TR897360,ART07024718,1323000,22050,"[4435.42110779 4934.78161207 4828.41907473 ... 3025.23977202 4022.0182178
 4400.93280515]","[9431.54296875 9528.44238281 9431.54296875 ... 8021.11816406 8796.31347656
 8764.01367188]",[0.         0.         0.         ... 1.2567823  0.57201314 1.3495095 ],[0.31122354 0.38163868 0.4286122  ... 0.39663926 0.40059283 0.34280914],[0.02832031 0.05273438 0.07128906 ... 0.04394531 0.05517578 0.05029297],"[4043.16869503 3911.81268634 3762.8587433  ... 3482.28055344 3779.82122919
 3800.71605209]"
TR203999,ART25707984,1323000,22050,"[1806.54178906 1804.90064736 2012.40356456 ... 2424.62504414 2468.6003179
 2156.47761499]","[4414.30664062 4532.73925781 4823.4375     ... 6083.12988281 6169.26269531
 5447.90039062]",[0.        0.        0.        ... 0.847386  0.5144307 0.536409 ],[0.2769065  0.33001173 0.3768736  ... 0.28346318 0.2841368  0.2487707 ],[0.01708984 0.02636719 0.03759766 ... 0.06933594 0.06347656 0.05029297],"[2570.43783498 2598.96785442 2757.60472554 ... 2955.94920237 2953.59730136
 2635.26384255]"
TR779112,ART07024718,1323000,22050,"[1206.03503722 1122.68111237 1233.80630825 ... 4022.24669796 3396.35119868
 2790.35582983]","[2551.68457031 2013.35449219 2056.42089844 ... 8118.01757812 7041.35742188
 6040.06347656]",[0.         0.         0.         ... 0.8998169  0.45185727 0.92954284],[0.17012095 0.21103702 0.24621442 ... 0.06902461 0.08899915 0.08545668],[0.00585938 0.01220703 0.01757812 ... 0.21679688 0.19677734 0.12988281],"[2149.14529842 2104.48853597 2152.65977667 ... 3139.82566255 3047.1564718
 2817.72088161]"
TR632060,ART25707984,1323000,22050,"[1378.43440614 1457.86349648 2214.30504516 ... 2521.71837357 2765.08381481
 2839.56767689]","[4457.37304688 4489.67285156 5813.96484375 ... 5458.66699219 5641.69921875
 5609.39941406]",[0.         0.         0.         ... 1.0781837  0.60548234 1.6943535 ],[0.1892543  0.22470973 0.27084032 ... 0.39383057 0.38947922 0.32912213],[0.02050781 0.04394531 0.06640625 ... 0.12841797 0.13085938 0.10009766],"[2444.37554592 2489.96755925 2793.87489244 ... 2484.92728611 2504.63014528
 2468.89726986]"
TR348625,ART07024718,1323000,22050,"[2243.9026553  2360.36090196 1908.6487335  ... 1501.7521317  1163.29895701
 1289.86924664]","[6696.82617188 7342.82226562 5458.66699219 ... 3176.14746094 2142.55371094
 2390.18554688]",[0.         0.         0.         ... 0.8279569  0.28586113 0.31786823],[0.22043058 0.30167258 0.34740105 ... 0.1912565  0.16464087 0.14161023],[0.01171875 0.02050781 0.03173828 ... 0.02294922 0.02929688 0.02539062],"[3085.95626734 3240.92359741 2813.4628496  ... 2381.36224719 1876.28832744
 1924.03765597]"
TR764435,ART07024718,1323000,22050,"[3900.5236193  3442.5624137  2824.07412005 ... 2787.51436009 2450.96629599
 2416.84853805]","[7827.31933594 7461.25488281 6567.62695312 ... 7181.32324219 6287.6953125
 5544.79980469]",[0.         0.         0.         ... 1.0583564  1.6434381  0.33822107],[0.32747683 0.3962085  0.4329917  ... 0.3950912  0.41108936 0.35570872],[0.03710938 0.05126953 0.06982422 ... 0.07861328 0.06396484 0.05029297],"[3273.75966565 3184.47300736 2930.100471   ... 3176.53445762 2919.14812808
 2719.34585638]"
TR595842,ART07024718,1323000,22050,"[1156.34646515 1234.54536909 1539.61038733 ... 2561.93888689 2391.13618884
 2352.42789485]","[2314.81933594 2519.38476562 3305.34667969 ... 6384.59472656 5770.8984375
 5318.70117188]",[0.         0.         0.         ... 0.5765151  0.13580425 0.6047776 ],[0.11841583 0.15770838 0.18691656 ... 0.11826412 0.08749619 0.08245309],[0.0234375  0.03808594 0.05957031 ... 0.13232422 0.14453125 0.09521484],"[1790.56731966 1874.64343101 2076.07428764 ... 2907.01123568 2665.13009611
 2485.67939899]"
TR150455,ART25707984,1323000,22050,"[1574.88570788 1564.03954665 1353.99716501 ... 3251.82804778 3255.52973206
 3353.93699984]","[4069.77539062 4048.2421875  3326.87988281 ... 6858.32519531 6912.15820312
 6869.09179688]",[0.         0.         0.         ... 0.06569749 2.6195126  7.63275   ],[0.3748964  0.43459237 0.4957395  ... 0.16680406 0.2148249  0.21301004],[0.00683594 0.01171875 0.01757812 ... 0.13769531 0.13378906 0.09423828],"[2425.79958362 2379.55863734 2299.78441444 ... 2909.3018028  2933.21333405
 2908.92264217]"
TR229227,ART07024718,1323000,22050,"[2962.574421   3208.91167401 3523.02013017 ... 3178.82749142 2450.86085266
 1912.68729392]","[7644.28710938 7934.98535156 8236.45019531 ... 6513.79394531 6018.53027344
 4489.67285156]",[0.         0.         0.         ... 0.38505453 0.06328513 4.8096547 ],[0.28513372 0.3408672  0.3753404  ... 0.12450754 0.16820608 0.16789341],[0.03125    0.05566406 0.08300781 ... 0.15429688 0.15625    0.10449219],"[3286.14556162 3363.53700942 3468.9361938  ... 2787.96791398 2661.89851451
 2343.28860617]"
TR292480,ART07024718,1323000,22050,"[3321.01978205 3445.80509925 3965.53857089 ... 4254.60218922 3925.1271896
 3563.67316598]","[7353.58886719 7353.58886719 7945.75195312 ... 8214.91699219 7773.48632812
 7342.82226562]",[0.        0.        0.        ... 4.4033585 0.9253637 0.2457533],[0.21468769 0.23124723 0.24069881 ... 0.32953852 0.27567968 0.22282156],[0.07763672 0.13476562 0.25927734 ... 0.2265625  0.23095703 0.1640625 ],"[3132.90545209 3089.22450043 3256.90986098 ... 3248.29788404 3139.02206418
 3040.45355862]"
TR479793,ART25707984,1323000,22050,"[3744.53784728 2895.8023046  1971.68904545 ... 1772.06964673 2059.99347903
 2140.45511762]","[6707.59277344 5964.69726562 4705.00488281 ... 4166.67480469 4769.60449219
 4672.70507812]",[0.         0.         0.         ... 0.75505817 0.85885954 1.56269   ],[0.24301033 0.3722677  0.4533583  ... 0.38946152 0.36922917 0.30951113],[0.10351562 0.10986328 0.1171875  ... 0.06152344 0.07568359 0.06005859],"[2669.50041658 2810.42155088 2502.69879615 ... 2252.73789073 2558.52884723
 2520.97798108]"
TR224027,ART25707984,1323000,22050,"[3898.59449657 3776.27155995 3364.19263709 ... 1139.68074879  873.78408066
  782.95259036]","[6363.06152344 6319.99511719 6018.53027344 ... 2164.08691406 1496.55761719
 1313.52539062]",[0.         0.         0.         ... 1.1405176  0.02159086 0.12120411],[0.01606109 0.01700609 0.01738366 ... 0.03483142 0.02572236 0.02082615],[0.11914062 0.15527344 0.18798828 ... 0.01464844 0.01367188 0.00878906],"[2323.09720642 2277.46484627 2294.54522245 ... 2070.73981017 1643.72154649
 1554.76701508]"
TR443742,ART25707984,1323000,22050,"[2661.10535985 2713.92876697 2532.88029174 ... 2778.6708055  3064.95326999
 2977.11128402]","[6836.79199219 6147.72949219 5394.06738281 ... 7116.72363281 7967.28515625
 8268.75      ]",[0.        0.        0.        ... 2.5138419 1.6784741 0.9248283],[0.0882683  0.30040053 0.4458082  ... 0.25765505 0.24916297 0.20382768],[0.02636719 0.04248047 0.04394531 ... 0.06835938 0.07324219 0.05859375],"[3093.50311908 2850.18280644 2618.19430255 ... 3146.89787185 3449.91683898
 3593.09661308]"
TR962108,ART25707984,1323000,22050,"[2885.86721659 3666.27147761 2768.88954034 ... 4365.19525026 3034.73838735
 2531.24476096]","[7924.21875    8667.11425781 7719.65332031 ... 9108.54492188 7525.85449219
 6793.72558594]",[0.         0.         0.         ... 1.3056872  0.81955045 0.86639637],[0.3834872  0.47529885 0.52319777 ... 0.27160034 0.35645786 0.3316349 ],[0.03662109 0.04394531 0.06445312 ... 0.18701172 0.11865234 0.05761719],"[3530.47912809 3797.07493658 3343.2101753  ... 3763.41283965 3287.69108455
 3018.63603454]"
TR924511,ART07024718,1323000,22050,"[2598.35035442 2965.80038427 3075.49681662 ... 4001.36223374 4967.23413275
 4243.2529924 ]","[5781.66503906 6309.22851562 6470.72753906 ... 8419.48242188 9130.078125
 8667.11425781]",[0.        0.        0.        ... 2.1449788 1.7940092 1.3959076],[0.24085642 0.28982046 0.3322095  ... 0.35740784 0.35233924 0.29910806],[0.06298828 0.08984375 0.11474609 ... 0.09619141 0.12109375 0.10546875],"[2663.00500634 2751.82170068 2791.51625334 ... 3446.30925957 3643.42936215
 3581.59821758]"
TR935622,ART25707984,1323000,22050,"[2129.60705018 2134.43558722 2383.99987841 ... 3326.180824   3522.57031939
 3226.44345602]","[2939.28222656 3036.18164062 4661.93847656 ... 7342.82226562 7579.6875
 7439.72167969]",[ 0.         0.         0.        ... 10.970232   3.9140954  1.2288059],[0.07155734 0.07657924 0.08284984 ... 0.39093527 0.4138753  0.3519672 ],[0.07714844 0.10888672 0.14501953 ... 0.09570312 0.08984375 0.05419922],"[1325.82827354 1492.40817513 2276.2695028  ... 3133.19881769 3185.84290911
 3206.07972876]"
TR316896,ART25707984,1323000,22050,"[1545.10798886 1404.98337158 1370.28126039 ... 2270.30743444 2223.12199033
 2365.11429901]","[4037.47558594 3671.41113281 4102.07519531 ... 5114.13574219 4834.20410156
 4920.33691406]",[0.         0.         0.         ... 0.70900846 0.62845695 0.9296675 ],[0.2901517  0.34528142 0.39695525 ... 0.1594762  0.16682455 0.13961361],[0.01806641 0.02636719 0.03027344 ... 0.08935547 0.09130859 0.06738281],"[2184.95623957 2238.85561986 2425.05103392 ... 2725.7939589  2644.28831962
 2565.86567582]"
TR981117,ART07024718,1323000,22050,"[2595.47824067 2789.89742327 4441.71927703 ... 4092.30788391 5050.90960792
 4868.43719741]","[5254.1015625  6352.29492188 8860.91308594 ... 8279.51660156 8990.11230469
 8613.28125   ]",[0.        0.        0.        ... 4.122811  1.707889  1.5244616],[0.04097336 0.04131167 0.05520767 ... 0.38681784 0.35960612 0.29714587],[0.07128906 0.11572266 0.23046875 ... 0.09960938 0.11865234 0.09521484],"[2715.24444141 2871.39682925 3321.50716954 ... 3505.59790957 3526.56635101
 3323.49569346]"
TR188259,ART25707984,1323000,22050,"[2017.74869322 1365.99045838 1129.08358806 ... 1638.07644509 2212.92314655
 1947.30551183]","[4726.53808594 2810.08300781 2131.78710938 ... 4661.93847656 6126.19628906
 5641.69921875]",[0.         0.         0.         ... 0.40097287 0.37476534 2.5396845 ],[0.13276002 0.17122458 0.19076738 ... 0.2565734  0.26604038 0.24310504],[0.02685547 0.0390625  0.05029297 ... 0.03759766 0.03417969 0.02832031],"[2419.36011008 1927.96607341 1530.92326148 ... 2412.2817147  2740.67327763
 2627.7092238 ]"
TR781890,ART07024718,1323000,22050,"[2979.44441062 2810.2952708  3027.49347588 ... 3597.47294261 3541.02528577
 2879.52753588]","[7041.35742188 6836.79199219 6782.95898438 ... 7687.35351562 7859.61914062
 6556.86035156]",[0.        0.        0.        ... 1.5041614 1.1009198 2.1569374],[0.2180217  0.2728939  0.32318944 ... 0.34993866 0.33599398 0.2917023 ],[0.05126953 0.08251953 0.11083984 ... 0.14794922 0.15136719 0.11914062],"[3026.07940677 2984.99537847 2995.56446731 ... 3113.41224357 3270.47923896
 2861.5404093 ]"
TR445086,ART25707984,1323000,22050,"[3378.5382899  3763.42669273 4512.7036438  ... 1325.31338193 1348.4452711
 1304.91115472]","[7913.45214844 8376.41601562 8774.78027344 ... 2454.78515625 2540.91796875
 2497.8515625 ]",[0.         0.         0.         ... 0.6049236  1.1151007  0.65405166],[0.06766243 0.07068105 0.14250183 ... 0.39960188 0.38341197 0.32877144],[0.06005859 0.16113281 0.17626953 ... 0.04589844 0.05078125 0.04101562],"[3616.10901303 3702.46724513 3623.60360126 ... 2064.9334816  2079.94467227
 2060.95183127]"
TR932768,ART25707984,1323000,22050,"[1083.12987246 1002.547421   1006.22947166 ... 3430.61026663 3815.72366703
 3488.00215282]","[1410.42480469 1248.92578125 1302.75878906 ... 7170.55664062 7536.62109375
 7364.35546875]",[0.        0.        0.        ... 1.1389651 5.613419  7.579317 ],[0.04310686 0.06537886 0.07357959 ... 0.22132646 0.2389383  0.2224452 ],[0.02832031 0.04150391 0.05419922 ... 0.11279297 0.12109375 0.10839844],"[1332.03449657 1202.83230998 1210.09224392 ... 3081.78027646 3158.25241546
 3158.6808724 ]"
TR564816,ART25707984,1323000,22050,"[ 995.47243846  965.42584255  907.28058265 ... 2213.36798217 1888.80873635
 3124.59223146]","[2034.88769531 1948.75488281 1798.02246094 ... 5437.13378906 5071.06933594
 7611.98730469]",[0.         0.         0.         ... 0.7667878  0.74032533 0.43608737],[0.30087292 0.35753065 0.39649895 ... 0.22819386 0.22524904 0.1929187 ],[0.00878906 0.01074219 0.01318359 ... 0.06054688 0.06298828 0.04248047],"[1499.89971494 1495.0744237  1587.91411045 ... 2732.2348618  2678.89255355
 3275.80198439]"
TR920592,ART25707984,1323000,22050,"[2338.521329   2636.67672769 3008.39149952 ... 1899.9345673  2112.83386331
 3154.25909187]","[5146.43554688 5706.29882812 6815.25878906 ... 4597.33886719 5103.36914062
 8074.95117188]",[0.         0.         0.         ... 0.2900162  0.10770091 0.35666326],[0.17701416 0.24040516 0.2721958  ... 0.11724743 0.10507755 0.08966907],[0.04345703 0.08349609 0.11376953 ... 0.03613281 0.05175781 0.04638672],"[2620.38890363 2656.27792129 2855.3805395  ... 2493.64491664 2807.89232758
 3381.56942268]"
TR428096,ART25707984,1323000,22050,"[2844.88723294 3044.78987526 2628.51174974 ... 2767.62563555 2900.57193443
 3524.03957437]","[7149.0234375  7192.08984375 6309.22851562 ... 6233.86230469 6481.49414062
 7073.65722656]",[0.        0.        0.        ... 1.8959897 1.9725816 0.6088713],[0.20674336 0.2783461  0.3205135  ... 0.2301807  0.20279285 0.13228244],[0.05322266 0.06835938 0.09033203 ... 0.15527344 0.19091797 0.16162109],"[3209.40276907 3207.76142072 2898.53689964 ... 2807.16520371 2841.67896084
 2922.93822964]"
TR645853,ART07024718,1323000,22050,"[2530.91202478 2594.52977726 2660.82991777 ... 2361.30518551 2255.09177899
 2204.37888371]","[4155.90820312 4155.90820312 4069.77539062 ... 5383.30078125 5028.00292969
 5071.06933594]",[0.        0.        0.        ... 0.9770669 1.7050718 1.2669021],[0.04694115 0.04791474 0.05951973 ... 0.27921784 0.24605541 0.19518273],[0.08789062 0.13232422 0.1796875  ... 0.08886719 0.09472656 0.06787109],"[2174.18436543 2094.11213207 1999.83753467 ... 2458.00543486 2444.14877338
 2570.16625505]"
