id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR854907,ART07024718,1323000,22050,"[4189.91836243 4471.75900543 4868.52268109 ... 3829.99098863 3213.47878513
 2564.55756503]","[9356.17675781 9377.70996094 9377.70996094 ... 8710.18066406 8408.71582031
 7019.82421875]",[0.        0.        0.        ... 1.2449986 0.5145088 3.3068712],[0.21463937 0.2607236  0.30550858 ... 0.26447153 0.27741307 0.258018  ],[0.08154297 0.12548828 0.14794922 ... 0.12451172 0.12646484 0.10986328],"[3891.07594482 3888.67218086 3821.69467816 ... 3629.22782815 3503.99478943
 3223.82800571]"
TR116528,ART07024718,1323000,22050,"[3451.20854158 3198.16487138 2394.00861883 ... 2470.08391101 2045.94187228
 1841.92539162]","[7450.48828125 7041.35742188 5641.69921875 ... 5587.86621094 4295.87402344
 3208.44726562]",[0.         0.         0.         ... 0.87249595 0.7774596  1.7514603 ],[0.19372185 0.26505688 0.3438845  ... 0.19637942 0.20719062 0.1909595 ],[0.08447266 0.10498047 0.11279297 ... 0.0703125  0.0703125  0.06152344],"[3059.65727582 2954.43094872 2686.21787473 ... 2652.13660372 2411.12856587
 2310.16177512]"
TR832166,ART07024718,1323000,22050,"[3184.89732084 3103.09186965 2687.19312676 ... 2045.79042931 2021.56044276
 1950.73350526]","[7159.79003906 7181.32324219 6729.12597656 ... 5114.13574219 4909.5703125
 4274.34082031]",[0.        0.        0.        ... 0.4675155 1.0444777 1.6095861],[0.20188272 0.41423485 0.5370491  ... 0.15322845 0.14300892 0.12479886],[0.06542969 0.06982422 0.07470703 ... 0.08984375 0.09375    0.06982422],"[2850.22127097 2997.75383325 3048.14487547 ... 2411.94849637 2290.16668416
 2206.00803924]"
TR377739,ART07024718,1323000,22050,"[2945.20675125 2843.63508071 2187.72859468 ... 2206.80766845 2290.44672468
 2202.22222584]","[8430.24902344 8268.75       6513.79394531 ... 5534.03320312 5598.6328125
 5351.00097656]",[0.         0.         0.         ... 0.69287294 0.82816625 0.5593937 ],[0.26180395 0.32719347 0.3672208  ... 0.49171078 0.4823594  0.40998027],[0.01953125 0.03076172 0.04931641 ... 0.03808594 0.04003906 0.03369141],"[3654.72163104 3596.11557962 3065.91224541 ... 2656.47973035 2700.02117183
 2682.3130507 ]"
TR646735,ART25707984,1323000,22050,"[2293.14336284 2485.6244095  2409.92990452 ... 1877.11907785 1594.93720501
 1771.22644724]","[4597.33886719 5254.1015625  5178.73535156 ... 3929.80957031 3143.84765625
 3800.61035156]",[0.         0.         0.         ... 3.5400803  1.0017335  0.48784703],[0.08611426 0.09434759 0.10380563 ... 0.10430625 0.10520967 0.09002388],[0.06640625 0.08740234 0.10839844 ... 0.10839844 0.08056641 0.05761719],"[2498.40032456 2681.54219445 2699.5560482  ... 2046.7775568  1822.81211935
 2136.13918563]"
TR344080,ART25707984,1323000,22050,"[2995.970157   3008.92349856 3163.16833258 ... 2220.34766331 3015.62054953
 2809.92460792]","[5813.96484375 5609.39941406 5458.66699219 ... 5157.20214844 6858.32519531
 6169.26269531]",[0.         0.         0.         ... 1.0673921  0.08620548 1.4246808 ],[0.13093135 0.15017077 0.18337041 ... 0.10911451 0.16161951 0.15891492],[0.05957031 0.09033203 0.11132812 ... 0.08398438 0.09375    0.08398438],"[2613.56920619 2401.68277692 2231.06488129 ... 2787.22142457 3025.79669563
 2952.83993361]"
TR935995,ART07024718,1323000,22050,"[4470.3330199  4314.55275793 3728.57521677 ... 2942.57511117 2657.89241582
 2318.04935008]","[8947.04589844 8365.64941406 7838.0859375  ... 6395.36132812 6449.19433594
 6610.69335938]",[0.        0.        0.        ... 2.7522862 2.3652167 0.6607075],[0.00390235 0.00556186 0.00760227 ... 0.00464916 0.00418028 0.00310658],[0.13183594 0.15625    0.18261719 ... 0.12109375 0.07910156 0.04345703],"[3360.74534677 3211.69154014 3183.99183482 ... 2662.03323611 2784.50697571
 2941.12359511]"
TR842840,ART07024718,1323000,22050,"[1872.51095737 1911.72161262 2060.85434219 ... 3120.20789194 3236.68807299
 3254.19156054]","[4511.20605469 4575.80566406 5264.86816406 ... 7644.28710938 7601.22070312
 7590.45410156]",[0.        0.        0.        ... 1.895107  1.0157045 1.2114111],[0.27944493 0.3441829  0.40427333 ... 0.32603624 0.29900718 0.2527281 ],[0.02148438 0.02929688 0.03759766 ... 0.11865234 0.140625   0.11035156],"[2445.33275755 2541.15375914 2701.50964463 ... 3021.84423257 2997.14084372
 2950.45074071]"
TR674523,ART07024718,1323000,22050,"[2607.27921182 4293.22121015 4790.59589578 ... 1839.65443673 2082.85255171
 2159.26303811]","[7310.52246094 8591.74804688 9270.04394531 ... 3886.74316406 4812.67089844
 4791.13769531]",[0.         0.         0.         ... 1.5741336  0.8199226  0.62969154],[0.12569252 0.16175294 0.19162205 ... 0.14443067 0.14237395 0.11603765],[0.07714844 0.12890625 0.15576172 ... 0.07617188 0.08056641 0.06152344],"[3183.50447384 3724.04866068 3742.6533814  ... 2291.25335617 2555.40275784
 2524.64697257]"
TR419042,ART07024718,1323000,22050,"[2282.93916009 2408.10623874 2407.73001619 ... 3203.97751215 2793.0610602
 2630.53040517]","[5114.13574219 5017.23632812 4834.20410156 ... 7202.85644531 5835.49804688
 5351.00097656]",[0.         0.         0.         ... 0.9861166  0.87199724 0.91250515],[0.06011614 0.07824198 0.09587432 ... 0.04798061 0.05741292 0.0543934 ],[0.03613281 0.06005859 0.08056641 ... 0.11962891 0.10546875 0.07861328],"[2557.18158723 2423.62183519 2333.80852242 ... 2996.32601755 2623.47650798
 2525.84918061]"
TR850160,ART07024718,1323000,22050,"[1025.86832743  672.8810908    89.55775648 ...  965.52750575 1059.08302672
 1215.09583989]","[2207.15332031  968.99414062   64.59960938 ... 2347.11914062 2433.25195312
 2799.31640625]",[0.         0.         0.         ... 0.19068873 0.32671973 0.67147243],[0.3512017  0.39265156 0.41806275 ... 0.46652678 0.45430696 0.37894973],[0.00195312 0.00341797 0.00488281 ... 0.02929688 0.03369141 0.02832031],"[2016.26916807 1676.91914678  308.19284734 ... 1663.161659   1716.82302362
 1816.44331092]"
TR340036,ART25707984,1323000,22050,"[2939.24175278 2648.31155911 2156.79753026 ... 3550.64242614 3507.27530053
 3336.63456077]","[7730.41992188 7332.05566406 5221.80175781 ... 7515.08789062 7493.5546875
 7450.48828125]",[0.        0.        0.        ... 0.3710873 0.9817084 1.1554143],[0.15180418 0.16869351 0.19007024 ... 0.18936805 0.20464711 0.17873792],[0.02587891 0.03613281 0.046875   ... 0.14746094 0.12744141 0.09033203],"[3517.90969803 3293.53758617 2889.09923819 ... 3117.20732018 3079.71282115
 3077.97159452]"
TR824115,ART07024718,1323000,22050,"[2707.58123293 2588.39814659 2629.48802746 ... 3092.74482837 3229.86805586
 3082.16097476]","[5846.26464844 5426.3671875  5577.09960938 ... 5975.46386719 6287.6953125
 6007.76367188]",[0.         0.         0.         ... 1.1703707  1.0481082  0.76677585],[0.24615909 0.30694184 0.35617495 ... 0.36553404 0.3642983  0.30661538],[0.05957031 0.09667969 0.13818359 ... 0.14355469 0.15478516 0.12597656],"[2676.19472255 2547.79708712 2577.45427791 ... 2593.64556579 2585.48657806
 2478.76986711]"
TR344030,ART25707984,1323000,22050,"[3004.50972047 3035.54265444 3097.05823821 ... 3598.8092593  2611.36386218
 2356.19808318]","[6739.89257812 6804.4921875  6998.29101562 ... 7665.8203125  6330.76171875
 5695.53222656]",[0.         0.         0.         ... 1.215981   0.24590603 0.4275201 ],[0.07296214 0.07646652 0.07781837 ... 0.17684053 0.134389   0.11436557],[0.08544922 0.09912109 0.15283203 ... 0.1875     0.11132812 0.06591797],"[2803.82421154 2804.90246617 2900.54263388 ... 3115.90559455 2850.13202095
 2683.99782935]"
TR721039,ART07024718,1323000,22050,"[ 666.19341537  889.76751041 1876.64124084 ... 1885.98700936 1805.04716622
 1594.41188509]","[ 861.328125   1098.19335938 5351.00097656 ... 4618.87207031 4145.14160156
 3423.77929688]",[0.        0.        0.        ... 0.6660928 2.323353  1.871752 ],[0.23098049 0.2918495  0.3440437  ... 0.19999437 0.20735139 0.18278812],[0.00585938 0.01074219 0.01611328 ... 0.06933594 0.07324219 0.05224609],"[1480.71530463 2020.98783534 3009.53475214 ... 2239.2619587  2155.16729044
 2009.6952339 ]"
TR349321,ART25707984,1323000,22050,"[1966.83298862 2141.32266168 1868.03457066 ... 2415.45969685 2766.42646991
 2894.24728812]","[5146.43554688 6061.59667969 5114.13574219 ... 6104.66308594 6589.16015625
 6879.85839844]",[0.        0.        0.        ... 4.255023  3.6239412 2.5385382],[0.27810302 0.34942198 0.40960366 ... 0.40567404 0.451513   0.4003463 ],[0.02539062 0.03320312 0.03662109 ... 0.0703125  0.04492188 0.03173828],"[2665.62022555 2835.06534669 2767.27833658 ... 2854.01252891 2950.83464857
 3021.22541958]"
TR643848,ART07024718,1323000,22050,"[1604.4567747  1919.77055932 3606.89607611 ... 1012.79532924  978.11611801
 1044.67357265]","[4005.17578125 5038.76953125 7719.65332031 ... 1679.58984375 1614.99023438
 1593.45703125]",[0.         0.         0.         ... 0.433123   0.4132408  0.39858732],[0.18804449 0.24302977 0.2975972  ... 0.21120568 0.18940575 0.17195328],[0.00585938 0.02832031 0.07763672 ... 0.04833984 0.05322266 0.03759766],"[2501.99073441 2744.64160953 3033.1798123  ... 1509.85024735 1507.33984837
 1626.54025947]"
TR285089,ART25707984,1323000,22050,"[2549.4429442  2243.21234956 2199.31457407 ... 2243.31334829 2502.10791641
 2281.8887262 ]","[6104.66308594 5523.26660156 5329.46777344 ... 5598.6328125  6384.59472656
 5372.53417969]",[0.         0.         0.         ... 0.37850586 0.52956426 2.0990088 ],[0.36166063 0.43048558 0.47626245 ... 0.50391155 0.5076681  0.4416439 ],[0.02929688 0.05224609 0.07861328 ... 0.05224609 0.05761719 0.04638672],"[2823.85727736 2638.16206225 2432.84703351 ... 2825.46064043 2929.41453099
 2658.02828913]"
TR246839,ART07024718,1323000,22050,"[2119.02452704 2135.99613333 2319.14441758 ... 6549.15314819 6515.61927217
 5524.9733117 ]","[4414.30664062 4414.30664062 4791.13769531 ... 9496.14257812 9463.84277344
 9291.57714844]",[0.        0.        0.        ... 2.550481  1.5663645 1.3759258],[0.22274089 0.27687642 0.34847474 ... 0.33522335 0.30819923 0.25676388],[0.04394531 0.07177734 0.10839844 ... 0.22216797 0.21923828 0.17333984],"[2245.57429425 2215.33832487 2373.89916919 ... 3240.02280905 3090.59847278
 3449.62160698]"
TR417353,ART07024718,1323000,22050,"[1195.26491101 1205.7255798  1099.59043082 ... 1277.7425546  1251.80344842
 1247.01973052]","[2196.38671875 2282.51953125 2131.78710938 ... 3143.84765625 2691.65039062
 2691.65039062]",[0.         0.         0.         ... 2.98485    3.484101   0.69377494],[0.10930789 0.12030971 0.12447502 ... 0.23267542 0.24088314 0.19705349],[0.02050781 0.03320312 0.04199219 ... 0.04052734 0.02197266 0.02001953],"[1622.64373032 1605.85898684 1501.78470766 ... 2155.90455363 1888.78496841
 1698.62659438]"
TR506768,ART25707984,1323000,22050,"[2939.03439729 1814.25521966 1211.728971   ... 2397.96529609 2388.45416233
 2607.53184718]","[6406.12792969 4866.50390625 3154.61425781 ... 6287.6953125  6513.79394531
 7213.62304688]",[0.         0.         0.         ... 0.4323049  0.58121824 0.8157644 ],[0.28768823 0.40763423 0.5190692  ... 0.29147837 0.2738771  0.22386068],[0.09765625 0.10107422 0.10253906 ... 0.09912109 0.10888672 0.0859375 ],"[2883.52185632 2576.91943912 2140.34804879 ... 2751.44844115 2876.80487752
 3128.95945925]"
TR414330,ART07024718,1323000,22050,"[1578.78571118 2042.59318782 2989.41286873 ... 1899.89891589 2116.57336567
 1356.23413515]","[3736.01074219 6416.89453125 7870.38574219 ... 4758.83789062 6244.62890625
 2713.18359375]",[0.         0.         0.         ... 1.1145256  0.6366545  0.42715436],[0.02194992 0.02252495 0.02277267 ... 0.1455408  0.05774508 0.01648925],[0.02685547 0.05371094 0.06152344 ... 0.03808594 0.03222656 0.01269531],"[2492.96176296 2932.87373722 3444.90725161 ... 2746.90116342 2953.38788799
 2203.18988039]"
TR633813,ART25707984,1323000,22050,"[1763.10171936 1860.86444532 1925.76882443 ... 3223.91381986 2928.46848424
 2381.43211024]","[4705.00488281 5189.50195312 5221.80175781 ... 6858.32519531 6567.62695312
 5426.3671875 ]",[0.        0.        0.        ... 1.1692977 1.4639924 0.9530321],[0.28302312 0.36266756 0.39523375 ... 0.20425312 0.20329465 0.17219329],[0.02050781 0.03222656 0.04980469 ... 0.06591797 0.05517578 0.04199219],"[2449.05924429 2554.67055514 2561.38804431 ... 3013.39375909 2939.33905941
 2736.46627578]"
TR998660,ART07024718,1323000,22050,"[ 690.74986186  587.29251605  588.20951044 ... 1129.92202947 1232.44370697
 1311.09813572]","[ 958.22753906  818.26171875  947.4609375  ... 2099.48730469 2207.15332031
 2217.91992188]",[0.        0.        0.        ... 1.143701  1.317863  0.7288451],[0.1981047  0.23335111 0.26216105 ... 0.11149748 0.10266838 0.07912842],[0.01025391 0.01513672 0.01855469 ... 0.05517578 0.06152344 0.04785156],"[1205.08916566 1028.6263693   942.28630299 ... 1555.53268137 1595.71245992
 1635.66005058]"
TR176424,ART25707984,1323000,22050,"[1339.68363565 1056.26063819 2504.63350623 ... 3138.99689464 3116.59636811
 1891.29202301]","[3197.68066406 2260.98632812 6018.53027344 ... 7213.62304688 7192.08984375
 5146.43554688]",[0.        0.        0.        ... 1.1918142 3.915546  3.7030106],[0.16940346 0.20280626 0.26578397 ... 0.25171328 0.24936964 0.21649626],[0.00390625 0.00488281 0.05712891 ... 0.02832031 0.02880859 0.02294922],"[2245.34995487 2084.83189087 2890.16338784 ... 3273.88151733 3226.7075443
 2583.66217441]"
TR877490,ART25707984,1323000,22050,"[3730.78990895 3977.0254312  3876.34938604 ... 2388.02358071 2287.32261098
 2336.79030498]","[7493.5546875  7568.92089844 7428.95507812 ... 4123.60839844 3983.64257812
 4112.84179688]",[0.         0.         0.         ... 0.74228686 0.2665567  0.05669324],[0.12150785 0.13559383 0.15055649 ... 0.0630978  0.04467316 0.03054283],[0.10986328 0.15478516 0.17138672 ... 0.15917969 0.16113281 0.12109375],"[3131.19959689 3095.62202668 3024.64065698 ... 1876.06413873 1787.47041855
 1860.4413419 ]"
TR676171,ART25707984,1323000,22050,"[1671.98244625 1997.39161804 2398.34617808 ... 1602.05146699 1726.91865408
 1598.28785899]","[3682.17773438 4263.57421875 4629.63867188 ... 4629.63867188 4888.03710938
 4382.00683594]","[ 0.          0.          0.         ... 10.525708    3.0188255
  0.79194283]",[0.24053559 0.27110764 0.32279348 ... 0.46328795 0.45053953 0.39588565],[0.03125    0.06054688 0.07324219 ... 0.04589844 0.02587891 0.01660156],"[2239.25345571 2388.73630134 2345.62617198 ... 2259.85719191 2327.02239918
 2295.89057477]"
TR375955,ART25707984,1323000,22050,"[2688.28294357 2226.7937145  1881.2894524  ... 2516.58000535 2993.88190363
 3062.51686948]","[6029.296875   5049.53613281 4166.67480469 ... 5447.90039062 6040.06347656
 5953.93066406]",[0.         0.         0.         ... 0.85898364 1.0952648  0.24141592],[0.17962666 0.24028356 0.2812818  ... 0.22120742 0.15071283 0.0666854 ],[0.06347656 0.07617188 0.08056641 ... 0.12792969 0.14550781 0.1171875 ],"[2770.04195596 2515.17794369 2257.72848516 ... 2634.91500733 2741.27032564
 2662.33914035]"
TR195519,ART07024718,1323000,22050,"[1615.09934571 1669.96273322 1767.09147432 ...  790.82497839 1057.26401816
 1209.37814156]","[2788.54980469 2853.14941406 3617.578125   ... 1518.09082031 1485.79101562
 1722.65625   ]",[0.         0.         0.         ... 0.81168646 0.50312936 0.37947077],[0.171609   0.20488298 0.23235235 ... 0.18599287 0.20334673 0.1866721 ],[0.03222656 0.04101562 0.04736328 ... 0.01757812 0.01708984 0.01416016],"[2402.78986562 2373.1467421  2577.5651654  ... 1661.32538783 2209.18118242
 2334.52619228]"
TR925275,ART07024718,1323000,22050,"[1909.67167861 1875.13521785 1873.55020891 ... 1492.94577443 1562.05901386
 2121.75148797]","[4037.47558594 3606.81152344 3445.3125     ... 2767.01660156 2616.28417969
 3908.27636719]",[0.         0.         0.         ... 0.25909758 3.6263065  2.760582  ],[0.21251126 0.2608142  0.2961165  ... 0.32521033 0.29754668 0.25718325],[0.02978516 0.05029297 0.05908203 ... 0.03271484 0.05615234 0.04345703],"[2429.91801343 2330.81552416 2386.81855184 ... 2134.77513978 1998.89172211
 2408.19944087]"
TR953399,ART07024718,1323000,22050,"[3150.80516486 3499.54126696 2604.34836364 ... 1856.62179719 1937.68192794
 1578.05406215]","[7870.38574219 8516.38183594 6922.92480469 ... 5394.06738281 5458.66699219
 3520.67871094]",[0.        0.        0.        ... 1.2674389 1.1652716 1.5061092],[0.20445593 0.2663302  0.32593626 ... 0.40814304 0.3577102  0.2996605 ],[0.06054688 0.07128906 0.08398438 ... 0.03027344 0.03027344 0.0234375 ],"[3432.27636819 3594.05957192 3218.82928838 ... 2625.2371651  2630.31181078
 2425.98820786]"
TR430939,ART07024718,1323000,22050,"[2894.33147836 5264.44279331 5721.3679883  ... 2343.64991614 2485.42594392
 2492.71191985]","[6513.79394531 8699.4140625  8957.8125     ... 4737.3046875  5673.99902344
 6136.96289062]",[0.        0.        0.        ... 2.5988448 2.849444  3.016306 ],[0.05525335 0.09472182 0.13201694 ... 0.25665724 0.25999352 0.23320429],[0.11328125 0.24121094 0.35986328 ... 0.07910156 0.07226562 0.06054688],"[2891.88900427 2912.81939621 2702.37480005 ... 2474.51219219 2742.80520526
 2922.56226043]"
TR857398,ART25707984,1323000,22050,"[3004.50972047 3035.54265444 3097.05823821 ... 3598.8092593  2611.36386218
 2356.19808318]","[6739.89257812 6804.4921875  6998.29101562 ... 7665.8203125  6330.76171875
 5695.53222656]",[0.         0.         0.         ... 1.215981   0.24590603 0.4275201 ],[0.07296214 0.07646652 0.07781837 ... 0.17684053 0.134389   0.11436557],[0.08544922 0.09912109 0.15283203 ... 0.1875     0.11132812 0.06591797],"[2803.82421154 2804.90246617 2900.54263388 ... 3115.90559455 2850.13202095
 2683.99782935]"
TR307915,ART25707984,1323000,22050,"[4090.52407292 5028.25875887 5347.19076471 ... 3108.8251054  2857.83963556
 2471.55597808]","[8387.18261719 9108.54492188 9291.57714844 ... 6675.29296875 6287.6953125
 5469.43359375]",[0.         0.         0.         ... 0.59530497 0.7050847  0.7165507 ],[0.16487123 0.19072397 0.2102327  ... 0.24596347 0.2453727  0.21322323],[0.16308594 0.23535156 0.296875   ... 0.12890625 0.11572266 0.08398438],"[3384.07267437 3552.45568555 3563.92940806 ... 2837.00066974 2775.89156829
 2639.25408675]"
TR731111,ART07024718,1323000,22050,"[6003.27716968 6362.7099574  6704.55558603 ... 2448.28556731 2960.22635482
 3645.38282182]","[9033.17871094 9259.27734375 9474.609375   ... 6901.39160156 7902.68554688
 8408.71582031]",[0.         0.         0.         ... 4.590526   0.69428146 0.4359442 ],[0.11452642 0.11759534 0.11792141 ... 0.55526567 0.5916501  0.5309155 ],[0.30664062 0.47314453 0.61376953 ... 0.04785156 0.03808594 0.02685547],"[2757.36158447 2679.75074729 2611.1702357  ... 3033.13983252 3430.84730198
 3763.60226397]"
TR799409,ART25707984,1323000,22050,"[1006.43123813  896.20260995 1644.36338612 ... 2762.65488368 2673.1982009
 2753.71474279]","[2088.72070312 1528.85742188 3649.87792969 ... 6287.6953125  6212.32910156
 6276.92871094]",[0.         0.         0.         ... 0.78388995 1.0997214  0.757921  ],[0.12903191 0.16255538 0.20940378 ... 0.05531629 0.05771928 0.04880459],[0.00390625 0.01855469 0.04443359 ... 0.16943359 0.15820312 0.11621094],"[1883.5087894  1828.84228754 2231.93647967 ... 2534.73565285 2491.55688015
 2532.28975194]"
